,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at,treated Tweet
863,Benchmark Protocol,@Benchmark_DeFi,84,7640,"Today @Benchmark_DeFi recorded one of the largest positive rebases ever at +11.456044%Yesterday, fear drove sentiment in capital markets, which caused a spike in the volatility index. #Rebase #MARK $MARK #xMARK $XMARK #ETH #BTC  #BEND $BEND",21,5,2021-07-20 19:14:32,"today @ Benchmark_De Fi record one of the large positive rebase ever at + 11.456044 % yesterday , fear drive sentiment in capital market , which cause a spike in the volatility index . # rebase # MARK $ MARK #x MARK $ xmark # eth # btc # bend $ bend "
864,Andre Brian,@salamandre333,34,37,"@StakingRewards I'm putting all in for the $MOOV @dotmoovs is a games based stage that has gotten the liquidity first @Uniswap and a short time later on the @PancakeSwap while relationship with @chainlink, @CUDOS_ , and recently with the @polkamarkets.#BTC #ETH #DOT https://t.co/kq9OBuysbD",23,8,2021-07-20 19:14:27,"@staking rewards I be put all in for the $ MOOV @dotmoovs be a game base stage that have get the liquidity first @ Uniswap and a short time late on the @ PancakeSwap while relationship with @chainlink , @CUDOS _ , and recently with the @polkamarkets . # BTC # eth # dot https://t.co/kq9obuysbd "
865,MEHMET RİGBY,@shmsq20,45,4,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance       #Btc       #ShibaCoin #SAFEMOON https://t.co/0PobPQsIkT",11,5,2021-07-20 19:14:26,"@cyrptosalvador @ cryptolego0311 @ cryptobjektiff @ kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/0pobpqsikt "
866,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/HFRv9KZVLE",5,1,2021-07-20 19:14:10,"@cyrptosalvador @ cryptolego0311 @ cryptobjektiff @ kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/hfrv9kzvle "
867,Andre Brian,@salamandre333,34,37,"@TheMoonCarl It is, in fact, $MOOV.@dotmoovs is giving an enchanting stage to assist competitors with displaying their games exercises ability while simultaneously can situated your doorstep inside the #crpto $BNB $ADA #BTC #ETH #DOT https://t.co/Z1R0h1SjGG",45,23,2021-07-20 19:14:08,"@TheMoon Carl it be , in fact , $ MOOV . @dotmoovs be give a enchanting stage to assist competitor with display they game exercise ability while simultaneously can situate you doorstep inside the # crpto $ bnb $ ada # btc # eth # dot https://t.co/z1r0h1sjgg "
868,Dick Whitman Capital,@DickWhitman_BTC,1737,2450,@CyberHornetCash It’s proven than KYC/AML haven’t stopped any money laundering or crimes,4,1,2021-07-20 19:14:05,@CyberHornet Cash it be prove than kyc / AML have not stop any money laundering or crime 
869,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/nsGIJffUY3",7,3,2021-07-20 19:14:02,"@cyrptosalvador @ cryptolego0311 @ cryptobjektiff @ kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/nsgijffuy3 "
870,tamer,@Marrakesh81,1199,360,"@CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb",1,1,2021-07-20 19:13:56,"@cryptolego0311 @ cryptobjektiff @ Kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # BTC # BabyDoge # binance # bscgem # bscscan # shıb "
871,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/U3l7XXs9AU",7,4,2021-07-20 19:13:50,"@cyrptosalvador @ cryptolego0311 @ cryptobjektiff @ kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/u3l7xxs9au "
872,Peter Brandt,@PeterLBrandt,641,546308,"Renko charts, originating in Japan, are probably the most useful for staying with a trend and not getting whipped around by shorter-term volatility. As shown for $BTC #Bitcoin, the trend from $6,000s to $60,000s was steady. So has been the decline since April https://t.co/BLi8LpKviy",3258,514,2021-07-20 19:13:43,"Renko chart , originate in Japan , be probably the most useful for stay with a trend and not get whip around by short - term volatility . as show for $ BTC # Bitcoin , the trend from $ 6000s to $ 60000 be steady . so have be the decline since April https://t.co/bli8lpkviy "
873,FREEDOGETO100X,@YLyasama,8,5,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance       #Btc       #ShibaCoin #SAFEMOON",15,5,2021-07-20 19:13:31,"@cyrptosalvador @ cryptolego0311 @ cryptobjektiff @ kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon "
874,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @CryptoLego0311 @CryptObjektiff @KriptoData @monadesdee @TradeWars_10 #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/HA1aFaT0aK",9,5,2021-07-20 19:13:30,"@cyrptosalvador @ cryptolego0311 @ cryptobjektiff @ kripto data @monadesdee @ tradewars_10 # freedoge # freedogetoken @ freedoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/ha1afat0ak "
875,Fizeek$,@FizeekMoney,382,2899,"You could have sold your #bitcoin at $64k in April, went and bought a lambo, drove it around for 3 months revving up the engine n shit trying to find a gf, and then sold the lambo and bought back into $BTC, and you woulda STILL had more bitcoin than started with",8,1,2021-07-20 19:13:17,"you could have sell you # bitcoin at $ 64 k in April , go and buy a lambo , drive it around for 3 month revve up the engine n shit try to find a gf , and then sell the lambo and buy back into $ BTC , and you woulda still have more bitcoin than start with "
876,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @eness_turann #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/EuT4dpJRQY",2,1,2021-07-20 19:13:06,"@CyrptoSalvador @eness_turann # freedoge # freedogetoken @ FreeDoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/eut4dpjrqy "
877,Crypto Gems Hunter,@cryptogems5561,76,93,"@CyrptoSalvador @eness_turann #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance    #Btc    #ShibaCoin #SAFEMOON https://t.co/ssW3FgIFin",3,1,2021-07-20 19:12:55,"@CyrptoSalvador @eness_turann # freedoge # freedogetoken @ FreeDoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/ssw3fgifin "
878,Anonymous N (for Nakamoto) / BitcoinART,@AnonymousN_BTC,1748,643,2/  #SingularityNET is the platform. We have Bitcoin to thank for inventing the template on which a beneficial artificial intelligence can be built. $AGIX,11,1,2021-07-20 19:12:45,2 / # singularity net be the platform . we have Bitcoin to thank for invent the template on which a beneficial artificial intelligence can be build . $ agix 
879,Anonymous N (for Nakamoto) / BitcoinART,@AnonymousN_BTC,1748,643,1/ Creating Artificial General Intelligence will be extremely challenging. The incentive for it to be beneficial to humanity will be greater than any incentive has ever been.A globally decentralized partnership of AI developers will be the way to achieve both.,16,6,2021-07-20 19:12:44,1 / create Artificial General intelligence will be extremely challenging . the incentive for it to be beneficial to humanity will be great than any incentive have ever be . a globally decentralize partnership of ai developer will be the way to achieve both . 
880,Achim Littlepage,@AchimLittlepage,1319,530,@DankFranckLeroy BTC/rock exchange is giving me whiplash,1,1,2021-07-20 19:12:37,@DankFranck Leroy BTC / rock exchange be give I whiplash 
881,Abdurrahman Aydar,@Abdurra03467927,278,70,"@CyrptoSalvador @eness_turann #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance   #Btc   #ShibaCoin #SAFEMOON https://t.co/YVGjBFEUaS",1,1,2021-07-20 19:12:27,"@CyrptoSalvador @eness_turann # freedoge # freedogetoken @ FreeDoge Token1 @ Cyrpto Salvador we be ready to go to the moon as a community , be you ? 🌈💪🏿😎🔥🙌which one do you think 50 x 100 x 1000 x 🔥🔥🔥 # MISSDOGE # baby Doge # BSCGem # binance # btc # ShibaCoin # safemoon https://t.co/yvgjbfeuas "
882,tamer,@Marrakesh81,1199,360,"@CyrptoSalvador @eness_turann #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/koTQnvyMK7",5,2,2021-07-20 19:12:15,"@cyrptosalvador @eness_turann # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # BTC # BabyDoge # binance # bscgem # bscscan # shıb https://t.co/kotqnvymk7 "
883,Spaceium Blockchain,@Spaceium_io,417,5955,Is this what we’ve come to? Who actually believes this is the future of crypto? @elonmusk $mfloki $shiba $babyshiba $babydoge $minimoondoge $getdoge $dogedollars $dogebucks $minidogepro $babydogecake $jaildoge $btc $eth https://t.co/qFR7R0seAP,2,2,2021-07-20 19:12:12,be this what we have come to ? who actually believe this be the future of crypto ? @elonmusk $ mfloki $ shiba $ babyshiba $ babydoge $ minimoondoge $ getdoge $ dogedollar $ dogebuck $ minidogepro $ babydogecake $ jaildoge $ btc $eth https://t.co/qfr7r0seap 
884,Calvin Ayre,@CalvinAyre,281,29840,@disclosetv this kills taproot on BTC...lighting on BTC and most of what Bcash etc are up too.,46,7,2021-07-20 19:12:01,@disclosetv this kill taproot on BTC ... lighting on BTC and most of what Bcash etc be up too . 
885,Andre Brian,@salamandre333,34,37,"@StakingRewards it's an optimal chance to pile up the stake with $MOOVOn @dotmoovs, one may purchase NFTs by participating in peer to peer competition, chipping away at its grade, or accomplishing endeavors#BTC #ETH #DOT $BNB https://t.co/TG6YvpSJ2F",11,5,2021-07-20 19:11:56,"@ staking rewards it be a optimal chance to pile up the stake with $ moovon @dotmoov , one may purchase nft by participate in peer to peer competition , chip away at its grade , or accomplish endeavor # btc # eth # dot $ bnb https://t.co/tg6yvpsj2f "
886,Charles,@cspratt15139,212,712,$clv @clover_finance @Polkadot Another short attack!  I seen it at 1.39 $btc $eth https://t.co/6kShYKmRP2,2,1,2021-07-20 19:11:49,$ clv @clover_finance @ Polkadot another short attack ! I see it at 1.39 $ btc $ eth https://t.co/6kshykmrp2 
887,tamer,@Marrakesh81,1199,360,"@eness_turann #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/PozU6SALYP",1,1,2021-07-20 19:11:48,"@eness_turann # freedoge # freedogetoken @ freedogetoken1 which one do you think 50 x 100 x 1000 x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aae you be amazing , elon mask be talk about we # BTC # BabyDoge # binance # bscgem # bscscan # shıb https://t.co/pozu6salyp "
888,🌋🌋 DeepBlueCrypto 🌋🌋,@DeepBlueCrypto,341,2471,"Whales accumulating #Bitcoin at a brisk pace. Stop selling your #Bitcoin to those whales with deep pockets.Mega Whale Wallets Dormant Since 2018 Abruptly Add $841,000,000 in BTC Over the Weekend | The Daily Hodl https://t.co/oQuf5NvOdp",4,1,2021-07-20 19:10:49,whale accumulate # Bitcoin at a brisk pace . stop sell you # Bitcoin to that whale with deep pocket . mega Whale Wallets dormant since 2018 abruptly add $ 84100000 in btc over the weekend | the daily hodl https://t.co/oquf5nvodp 
889,Block Marley 🌋 🟢🟡🔴,@TheBlockMarley,48,419,Whales are hungry 🐳🐳https://t.co/41oH7Qgf1P,1,0,2021-07-20 19:10:48,whale be hungry 🐳🐳https://t.co/41oh7qgf1p 
890,Charlie,@btc_charlie,385,26702,Will have to watch the replay tomorrow. Bound to be a good one with @jimtalbot and @trader1sz🍻 https://t.co/spZFdImEMN,13,2,2021-07-20 19:10:47,will have to watch the replay tomorrow . bind to be a good one with @jimtalbot and @trader1sz '' https://t.co/spzfdimemn 
891,Crypto Trader Pro 🇺🇸,@CryptoTraderPro,13367,28013,CRYPTO NEWS: Bitcoin Is Falling Because High-Yielding Crypto Accounts Are in Regulators' Crosshairs https://t.co/sZDiGNlNBb 🙋 Bet with $BTC via ⟶ https://t.co/4h0cyuWSHk √,1,1,2021-07-20 19:10:40,crypto news : Bitcoin be fall because High- yield crypto account be in regulator 's crosshair https://t.co/szdignlnbb '' Bet with $ btc via '' https://t.co/4h0cyuwshk '' 
892,Ago,@latteindex1,5,58,#Bitcoin  still in this crucial support. If broken the value could plunge sharply. We're not there yet but be ready in case.  $BTC https://t.co/ySAlTaHWjM,1,1,2021-07-20 19:10:01,# Bitcoin still in this crucial support . if break the value could plunge sharply . we be not there yet but be ready in case . $ btc https://t.co/ysaltahwjm 
893,SpaceDog,@BarkInSpace,204,173,Only cool people are #Hodling during dips!Keep your #btc #poodl #doge etc...And don't loose money :)#cryptocurrency #poodlparty $POODL @POODLETOKEN #BNB https://t.co/bXFcXmZjJX,4,7,2021-07-20 19:09:56,only cool people be # hodle during dip ! keep you # btc # poodl # doge etc ... and do not loose money :) # cryptocurrency # poodlparty $ poodl @poodletoken # bnb https://t.co/bxfcxmzjjx 
894,CyrilXBT 🎯,@CyrilXbt,200,12797,Add @thelonelyaliens to my collections! 😍Loving the #nft space while #btc playing ping pong https://t.co/j8sJWOskli,6,1,2021-07-20 19:09:38,add @thelonelyaliens to my collection ! be Loving the #nft space while # btc play ping pong https://t.co/j8sjwoskli 
895,Jrmjrm,@Jrmjrm12,52,25,@cryptorecruitr @Bitboy_Crypto @deezy_BTC I'm more bullish on Zoot. Come join the family.  Zoopredictions (race betting game) testing today went well.  Will have a few more testings this week and should be out by end of the week for full release.@ZooTokenio #zoot $zoot #feg #bsc #eth #crypto https://t.co/a5TjFBX8Qu https://t.co/6I2G5uVegX,12,5,2021-07-20 19:09:20,@cryptorecruitr @ bitboy_crypto @deezy_btc I be more bullish on Zoot . come join the family . Zoopredictions ( race betting game ) testing today go well . will have a few more testing this week and should be out by end of the week for full release .@Zoo Tokenio # zoot $ zoot # feg # bsc #eth # crypto https://t.co/a5tjfbx8qu https://t.co/6i2g5uvegx 
896,WKD-DESIGNS,@DesignsWkd,685,189,Space wenlambo lovely view 😍  #btc #bnb  #bsc   #xrp #ada #vet #cake #SAFEMOON #SAFEMARS #ETH #Doge #xlm #luna #asia #China #america @DesignsWkd @WenLamboDeFi #nftart #DeFi #NFTCommunity #NFTs #NFTGATE #nftcollector #NFTartists #NFT https://t.co/F7p5Bq1mQD,3,2,2021-07-20 19:09:12,space wenlambo lovely view 😍 # btc # bnb # bsc #xrp # ada # vet # cake # safemoon # safemar # ETH # Doge #xlm # luna # asia # China # america @ design Wkd @WenLamboDe Fi #nftart # defi #nftcommunity # nft # nftgate #nftcollector # nftartist # nft https://t.co/f7p5bq1mqd 
897,Bitcoin2021,@englishtutor020,3361,1632,"If you have ten #USD ( $Dollar ) and There are only four choices for digital currency exchange: 1.#Litecoin, #TRON , #Tether  and #dogecoin , what is your choice for a short-term investment of 3 to 6 months? Please help me, I really need your advice...#btc #klv #kfi #eth",12,7,2021-07-20 19:09:09,"if you have ten # usd ( $ dollar ) and there be only four choice for digital currency exchange : 1.# Litecoin , # TRON , # tether and # dogecoin , what be you choice for a short - term investment of 3 to 6 month ? please help I , I really need you advice ...# btc # klv #kfi #eth "
